ABSTRACT_ID,TEXT,LOCATION,LABEL
26,the kinetics of the phinduced dissociation of the x mol wt hemoglobin from lumbricus terrestris the earthworm have been studied in a lightscattering stoppedflow apparatus the ligand dependent dissociation data were fit well by a simple sequential MM the data for co and oxyhemoglobin are consistent with hb leads to hb leads to hb methemoglobin at ph appears to be hexameric and the dissociation is consistent with the model hb leads to hb in a sequential decay scheme for which lightscattering changes are monitored the relative amounts of rapid and slow phase are determined by the rate constants as well as the molecular weights of intermediate species assignment of the hexameric intermediate is supported by an investigation of the sensitivity of the theoretical kinetic curves to the molecular weights of the intermediates this assignment is further supported by the following the same model will fit the data for oxy and cohemoglobin at all three temperatures a fold variation in rate constants evidence from electron microscopy shows hexameric forms and methemoglobin is apparently SD as a hexamer at ph when co replaces o as the ligand the dissociation rate increases by a factor of four the met is about times faster than the initial oxyhemoglobin dissociation rate but perhaps more relevant for comparing dissociation of the hexamer the met rate was respectively times and times faster than that for the assumed hexameric forms of co and oxyhemoglobin the E(a) for the dodecamer to hexamer dissociation and for the dissociation of the hexamer to smaller forms were about kcalmol for oxy co and methemoglobin,37,model
26,the kinetics of the phinduced dissociation of the x mol wt hemoglobin from lumbricus terrestris the earthworm have been studied in a lightscattering stoppedflow apparatus the ligand dependent dissociation data were fit well by a simple sequential MM the data for co and oxyhemoglobin are consistent with hb leads to hb leads to hb methemoglobin at ph appears to be hexameric and the dissociation is consistent with the model hb leads to hb in a sequential decay scheme for which lightscattering changes are monitored the relative amounts of rapid and slow phase are determined by the rate constants as well as the molecular weights of intermediate species assignment of the hexameric intermediate is supported by an investigation of the sensitivity of the theoretical kinetic curves to the molecular weights of the intermediates this assignment is further supported by the following the same model will fit the data for oxy and cohemoglobin at all three temperatures a fold variation in rate constants evidence from electron microscopy shows hexameric forms and methemoglobin is apparently SD as a hexamer at ph when co replaces o as the ligand the dissociation rate increases by a factor of four the met is about times faster than the initial oxyhemoglobin dissociation rate but perhaps more relevant for comparing dissociation of the hexamer the met rate was respectively times and times faster than that for the assumed hexameric forms of co and oxyhemoglobin the E(a) for the dodecamer to hexamer dissociation and for the dissociation of the hexamer to smaller forms were about kcalmol for oxy co and methemoglobin,172,stable
26,the kinetics of the phinduced dissociation of the x mol wt hemoglobin from lumbricus terrestris the earthworm have been studied in a lightscattering stoppedflow apparatus the ligand dependent dissociation data were fit well by a simple sequential MM the data for co and oxyhemoglobin are consistent with hb leads to hb leads to hb methemoglobin at ph appears to be hexameric and the dissociation is consistent with the model hb leads to hb in a sequential decay scheme for which lightscattering changes are monitored the relative amounts of rapid and slow phase are determined by the rate constants as well as the molecular weights of intermediate species assignment of the hexameric intermediate is supported by an investigation of the sensitivity of the theoretical kinetic curves to the molecular weights of the intermediates this assignment is further supported by the following the same model will fit the data for oxy and cohemoglobin at all three temperatures a fold variation in rate constants evidence from electron microscopy shows hexameric forms and methemoglobin is apparently SD as a hexamer at ph when co replaces o as the ligand the dissociation rate increases by a factor of four the met is about times faster than the initial oxyhemoglobin dissociation rate but perhaps more relevant for comparing dissociation of the hexamer the met rate was respectively times and times faster than that for the assumed hexameric forms of co and oxyhemoglobin the E(a) for the dodecamer to hexamer dissociation and for the dissociation of the hexamer to smaller forms were about kcalmol for oxy co and methemoglobin,237,activation energies
27,the purification of axonal membranes of crustaceans was followed by measuring enrichment in htetrodotoxin binding capacity and in na katpase activity a characteristic of these membranes is their high content of lipids and their low content of protein as compared to other types of plasmatic membranes the axonal membrane contains myosinlike actinlike tropomyosinlike and tubulinlike proteins it also contains na katpase and acetylcholinesterase the molecular weights of these two enzymes T3 solubilization are and respectively the molecular weights of the catalytic subunits are for atpase and for acetylcholinesterase we confirmed the presence of a NIC binding component in the axonal membrane of the lobster but we have been unable to find hnicotine binding to crab axonal CM the binding to axonal CM og of the sodium channel has been studied in detail the dissociation constant for the IB of htetrodotoxin to the axonal membrane receptor is nm at ph the concentration of the tetrodotoxin receptor in crustacean membranes is about pmolmg of membrane protein times less than the acetylcholinesterase times less than the na katpase and times less than the NIC binding component in the lobster membrane a reasonable estimate indicates that approximately only one peptide chain in constitutes the tetrodotoxin IB part of the sodium channel in the axonal membrane veratridine which acts selectively on the resting sodium permeability binds to the phospholipid part of the axonal membrane hveratridine binding to membranes parallels the electrophysiological effect veratridine and tetrodotoxin have different receptor sites although tetrodotoxin can repolarize the excitable membrane of a giant axon depolarized by veratridine veratridine does not affect the binding of htetrodotoxin to purified axonal membranes similarly tetrodotoxin does not affect the binding of hveratridine to axonal membranes scorpion neurotoxin i a presynaptic toxin which affects both the na and the k channels does not interfere with the binding of htetrodotoxin or hveratridine to axonal membranes tetrodotoxin veratridine and scorpion neurotoxin i which have in common the perturbation of the normal functioning of the sodium channel act upon three different types of receptor sites,70,after
27,the purification of axonal membranes of crustaceans was followed by measuring enrichment in htetrodotoxin binding capacity and in na katpase activity a characteristic of these membranes is their high content of lipids and their low content of protein as compared to other types of plasmatic membranes the axonal membrane contains myosinlike actinlike tropomyosinlike and tubulinlike proteins it also contains na katpase and acetylcholinesterase the molecular weights of these two enzymes T3 solubilization are and respectively the molecular weights of the catalytic subunits are for atpase and for acetylcholinesterase we confirmed the presence of a NIC binding component in the axonal membrane of the lobster but we have been unable to find hnicotine binding to crab axonal CM the binding to axonal CM og of the sodium channel has been studied in detail the dissociation constant for the IB of htetrodotoxin to the axonal membrane receptor is nm at ph the concentration of the tetrodotoxin receptor in crustacean membranes is about pmolmg of membrane protein times less than the acetylcholinesterase times less than the na katpase and times less than the NIC binding component in the lobster membrane a reasonable estimate indicates that approximately only one peptide chain in constitutes the tetrodotoxin IB part of the sodium channel in the axonal membrane veratridine which acts selectively on the resting sodium permeability binds to the phospholipid part of the axonal membrane hveratridine binding to membranes parallels the electrophysiological effect veratridine and tetrodotoxin have different receptor sites although tetrodotoxin can repolarize the excitable membrane of a giant axon depolarized by veratridine veratridine does not affect the binding of htetrodotoxin to purified axonal membranes similarly tetrodotoxin does not affect the binding of hveratridine to axonal membranes scorpion neurotoxin i a presynaptic toxin which affects both the na and the k channels does not interfere with the binding of htetrodotoxin or hveratridine to axonal membranes tetrodotoxin veratridine and scorpion neurotoxin i which have in common the perturbation of the normal functioning of the sodium channel act upon three different types of receptor sites,94,nicotine
27,the purification of axonal membranes of crustaceans was followed by measuring enrichment in htetrodotoxin binding capacity and in na katpase activity a characteristic of these membranes is their high content of lipids and their low content of protein as compared to other types of plasmatic membranes the axonal membrane contains myosinlike actinlike tropomyosinlike and tubulinlike proteins it also contains na katpase and acetylcholinesterase the molecular weights of these two enzymes T3 solubilization are and respectively the molecular weights of the catalytic subunits are for atpase and for acetylcholinesterase we confirmed the presence of a NIC binding component in the axonal membrane of the lobster but we have been unable to find hnicotine binding to crab axonal CM the binding to axonal CM og of the sodium channel has been studied in detail the dissociation constant for the IB of htetrodotoxin to the axonal membrane receptor is nm at ph the concentration of the tetrodotoxin receptor in crustacean membranes is about pmolmg of membrane protein times less than the acetylcholinesterase times less than the na katpase and times less than the NIC binding component in the lobster membrane a reasonable estimate indicates that approximately only one peptide chain in constitutes the tetrodotoxin IB part of the sodium channel in the axonal membrane veratridine which acts selectively on the resting sodium permeability binds to the phospholipid part of the axonal membrane hveratridine binding to membranes parallels the electrophysiological effect veratridine and tetrodotoxin have different receptor sites although tetrodotoxin can repolarize the excitable membrane of a giant axon depolarized by veratridine veratridine does not affect the binding of htetrodotoxin to purified axonal membranes similarly tetrodotoxin does not affect the binding of hveratridine to axonal membranes scorpion neurotoxin i a presynaptic toxin which affects both the na and the k channels does not interfere with the binding of htetrodotoxin or hveratridine to axonal membranes tetrodotoxin veratridine and scorpion neurotoxin i which have in common the perturbation of the normal functioning of the sodium channel act upon three different types of receptor sites,116,membranes
27,the purification of axonal membranes of crustaceans was followed by measuring enrichment in htetrodotoxin binding capacity and in na katpase activity a characteristic of these membranes is their high content of lipids and their low content of protein as compared to other types of plasmatic membranes the axonal membrane contains myosinlike actinlike tropomyosinlike and tubulinlike proteins it also contains na katpase and acetylcholinesterase the molecular weights of these two enzymes T3 solubilization are and respectively the molecular weights of the catalytic subunits are for atpase and for acetylcholinesterase we confirmed the presence of a NIC binding component in the axonal membrane of the lobster but we have been unable to find hnicotine binding to crab axonal CM the binding to axonal CM og of the sodium channel has been studied in detail the dissociation constant for the IB of htetrodotoxin to the axonal membrane receptor is nm at ph the concentration of the tetrodotoxin receptor in crustacean membranes is about pmolmg of membrane protein times less than the acetylcholinesterase times less than the na katpase and times less than the NIC binding component in the lobster membrane a reasonable estimate indicates that approximately only one peptide chain in constitutes the tetrodotoxin IB part of the sodium channel in the axonal membrane veratridine which acts selectively on the resting sodium permeability binds to the phospholipid part of the axonal membrane hveratridine binding to membranes parallels the electrophysiological effect veratridine and tetrodotoxin have different receptor sites although tetrodotoxin can repolarize the excitable membrane of a giant axon depolarized by veratridine veratridine does not affect the binding of htetrodotoxin to purified axonal membranes similarly tetrodotoxin does not affect the binding of hveratridine to axonal membranes scorpion neurotoxin i a presynaptic toxin which affects both the na and the k channels does not interfere with the binding of htetrodotoxin or hveratridine to axonal membranes tetrodotoxin veratridine and scorpion neurotoxin i which have in common the perturbation of the normal functioning of the sodium channel act upon three different types of receptor sites,121,membranes
27,the purification of axonal membranes of crustaceans was followed by measuring enrichment in htetrodotoxin binding capacity and in na katpase activity a characteristic of these membranes is their high content of lipids and their low content of protein as compared to other types of plasmatic membranes the axonal membrane contains myosinlike actinlike tropomyosinlike and tubulinlike proteins it also contains na katpase and acetylcholinesterase the molecular weights of these two enzymes T3 solubilization are and respectively the molecular weights of the catalytic subunits are for atpase and for acetylcholinesterase we confirmed the presence of a NIC binding component in the axonal membrane of the lobster but we have been unable to find hnicotine binding to crab axonal CM the binding to axonal CM og of the sodium channel has been studied in detail the dissociation constant for the IB of htetrodotoxin to the axonal membrane receptor is nm at ph the concentration of the tetrodotoxin receptor in crustacean membranes is about pmolmg of membrane protein times less than the acetylcholinesterase times less than the na katpase and times less than the NIC binding component in the lobster membrane a reasonable estimate indicates that approximately only one peptide chain in constitutes the tetrodotoxin IB part of the sodium channel in the axonal membrane veratridine which acts selectively on the resting sodium permeability binds to the phospholipid part of the axonal membrane hveratridine binding to membranes parallels the electrophysiological effect veratridine and tetrodotoxin have different receptor sites although tetrodotoxin can repolarize the excitable membrane of a giant axon depolarized by veratridine veratridine does not affect the binding of htetrodotoxin to purified axonal membranes similarly tetrodotoxin does not affect the binding of hveratridine to axonal membranes scorpion neurotoxin i a presynaptic toxin which affects both the na and the k channels does not interfere with the binding of htetrodotoxin or hveratridine to axonal membranes tetrodotoxin veratridine and scorpion neurotoxin i which have in common the perturbation of the normal functioning of the sodium channel act upon three different types of receptor sites,137,binding
27,the purification of axonal membranes of crustaceans was followed by measuring enrichment in htetrodotoxin binding capacity and in na katpase activity a characteristic of these membranes is their high content of lipids and their low content of protein as compared to other types of plasmatic membranes the axonal membrane contains myosinlike actinlike tropomyosinlike and tubulinlike proteins it also contains na katpase and acetylcholinesterase the molecular weights of these two enzymes T3 solubilization are and respectively the molecular weights of the catalytic subunits are for atpase and for acetylcholinesterase we confirmed the presence of a NIC binding component in the axonal membrane of the lobster but we have been unable to find hnicotine binding to crab axonal CM the binding to axonal CM og of the sodium channel has been studied in detail the dissociation constant for the IB of htetrodotoxin to the axonal membrane receptor is nm at ph the concentration of the tetrodotoxin receptor in crustacean membranes is about pmolmg of membrane protein times less than the acetylcholinesterase times less than the na katpase and times less than the NIC binding component in the lobster membrane a reasonable estimate indicates that approximately only one peptide chain in constitutes the tetrodotoxin IB part of the sodium channel in the axonal membrane veratridine which acts selectively on the resting sodium permeability binds to the phospholipid part of the axonal membrane hveratridine binding to membranes parallels the electrophysiological effect veratridine and tetrodotoxin have different receptor sites although tetrodotoxin can repolarize the excitable membrane of a giant axon depolarized by veratridine veratridine does not affect the binding of htetrodotoxin to purified axonal membranes similarly tetrodotoxin does not affect the binding of hveratridine to axonal membranes scorpion neurotoxin i a presynaptic toxin which affects both the na and the k channels does not interfere with the binding of htetrodotoxin or hveratridine to axonal membranes tetrodotoxin veratridine and scorpion neurotoxin i which have in common the perturbation of the normal functioning of the sodium channel act upon three different types of receptor sites,180,nicotine
27,the purification of axonal membranes of crustaceans was followed by measuring enrichment in htetrodotoxin binding capacity and in na katpase activity a characteristic of these membranes is their high content of lipids and their low content of protein as compared to other types of plasmatic membranes the axonal membrane contains myosinlike actinlike tropomyosinlike and tubulinlike proteins it also contains na katpase and acetylcholinesterase the molecular weights of these two enzymes T3 solubilization are and respectively the molecular weights of the catalytic subunits are for atpase and for acetylcholinesterase we confirmed the presence of a NIC binding component in the axonal membrane of the lobster but we have been unable to find hnicotine binding to crab axonal CM the binding to axonal CM og of the sodium channel has been studied in detail the dissociation constant for the IB of htetrodotoxin to the axonal membrane receptor is nm at ph the concentration of the tetrodotoxin receptor in crustacean membranes is about pmolmg of membrane protein times less than the acetylcholinesterase times less than the na katpase and times less than the NIC binding component in the lobster membrane a reasonable estimate indicates that approximately only one peptide chain in constitutes the tetrodotoxin IB part of the sodium channel in the axonal membrane veratridine which acts selectively on the resting sodium permeability binds to the phospholipid part of the axonal membrane hveratridine binding to membranes parallels the electrophysiological effect veratridine and tetrodotoxin have different receptor sites although tetrodotoxin can repolarize the excitable membrane of a giant axon depolarized by veratridine veratridine does not affect the binding of htetrodotoxin to purified axonal membranes similarly tetrodotoxin does not affect the binding of hveratridine to axonal membranes scorpion neurotoxin i a presynaptic toxin which affects both the na and the k channels does not interfere with the binding of htetrodotoxin or hveratridine to axonal membranes tetrodotoxin veratridine and scorpion neurotoxin i which have in common the perturbation of the normal functioning of the sodium channel act upon three different types of receptor sites,201,binding
28,a new procedure is described for selecting nitrogenasederepressed mutants based on the method of brenchley et al brenchley je prival mj and magasanik b j biol chem for isolating histidaseconstitutive mutants of a nonnfixing bacterium nitrogenase levels of the new mutants in the presence of nh were as high as of the nitrogenase activity detected in the absence of nh biochemical characterization of these nitrogen fixation nif derepressed mutants reveals that they fall into three classes three mutants strains sk and requiring glutamate for growth synthesize nitrogenase and glutamine synthetase constitutively in the presence of nh a second class of mutants strains sk and requiring glutamine for growth produces derepressed levels of nitrogenase activity and synthesized catalytically inactive glutamine synthetase protein as determined immunologically a third class of glutaminerequiring nitrogenasederepressed mutants strain sk and synthesizes neither a catalytically AS glutamine synthetase enzyme nor an immunologically crossreactive glutamine synthetase protein fprime complementation analysis reveals that the mutant strains sk map in a segment of the klebsiella chromosome corresponding to the region coding for glutamine synthetase since the mutant strains sk and sk produce inactive glutamine synthetase protein it is concluded that these mutations map within the glutamine synthetase structural gene,138,active
29,the superoxide anion radical o reacts with ferricytochrome c to form ferrocytochrome c no intermediate complexes are observable no reaction could be detected between o and ferrocytochrome c at degrees c the rate constant for the reaction at ph to is m s and as the ph increases above the rate constant steadily decreases the dependence on ph is the same for tuna heart and horse heart cytochrome c no reaction could be demonstrated between o and the form of cytochrome c which exists above ph approximately the dependence of the rate constant on ph can be explained if cytochrome c has pks of and and o reacts with the form present below ph with k m s the form above ph with k m s and the form present above ph with k the reaction has an activation SE of kj mol and an enthalpy of activation at degrees c of kj mol both above and below ph it is suggested that o may reduce cytochrome c through a track composed of aromatic amino acids and that little protein rearrangement is required for the formation of the activated complex no reduction of ferricytochrome c by ho radicals could be demonstrated at ph but at ph ho radicals oxidize ferrocytochrome c with a rate constant of about m s,139,energy
30,T3 a mus laser flash a mus phase in the decay of delayed fluorescence is visible under a variety of circumstances in spinach chloroplasts and subchloroplast particles EC in photosystem ii prepared by means of digitonin the level of this phase is high in the case of inhibition of oxygen evolution at the donor side of PS ii comparison with the results of babcock and sauer biochim biophys acta indicates that their epr signal iif which they suppose to be due to z the oxidized first AA donor of photosystem ii is well correlated with a large amplitude of our mus phase we explain our mus phase by the intrinsic back reaction of the excited reaction center in the presence of z as predicted by van gorkom and donze photochem photobiol the redox state of z is dependent on the internal ph of the thylakoids the results on the effect of ph in the mus region are compared with those obtained in the ms region,0,after
30,T3 a mus laser flash a mus phase in the decay of delayed fluorescence is visible under a variety of circumstances in spinach chloroplasts and subchloroplast particles EC in photosystem ii prepared by means of digitonin the level of this phase is high in the case of inhibition of oxygen evolution at the donor side of PS ii comparison with the results of babcock and sauer biochim biophys acta indicates that their epr signal iif which they suppose to be due to z the oxidized first AA donor of photosystem ii is well correlated with a large amplitude of our mus phase we explain our mus phase by the intrinsic back reaction of the excited reaction center in the presence of z as predicted by van gorkom and donze photochem photobiol the redox state of z is dependent on the internal ph of the thylakoids the results on the effect of ph in the mus region are compared with those obtained in the ms region,27,enriched
30,T3 a mus laser flash a mus phase in the decay of delayed fluorescence is visible under a variety of circumstances in spinach chloroplasts and subchloroplast particles EC in photosystem ii prepared by means of digitonin the level of this phase is high in the case of inhibition of oxygen evolution at the donor side of PS ii comparison with the results of babcock and sauer biochim biophys acta indicates that their epr signal iif which they suppose to be due to z the oxidized first AA donor of photosystem ii is well correlated with a large amplitude of our mus phase we explain our mus phase by the intrinsic back reaction of the excited reaction center in the presence of z as predicted by van gorkom and donze photochem photobiol the redox state of z is dependent on the internal ph of the thylakoids the results on the effect of ph in the mus region are compared with those obtained in the ms region,56,photosystem
30,T3 a mus laser flash a mus phase in the decay of delayed fluorescence is visible under a variety of circumstances in spinach chloroplasts and subchloroplast particles EC in photosystem ii prepared by means of digitonin the level of this phase is high in the case of inhibition of oxygen evolution at the donor side of PS ii comparison with the results of babcock and sauer biochim biophys acta indicates that their epr signal iif which they suppose to be due to z the oxidized first AA donor of photosystem ii is well correlated with a large amplitude of our mus phase we explain our mus phase by the intrinsic back reaction of the excited reaction center in the presence of z as predicted by van gorkom and donze photochem photobiol the redox state of z is dependent on the internal ph of the thylakoids the results on the effect of ph in the mus region are compared with those obtained in the ms region,86,secondary
31,crude extracts and partially purified enzyme S9 from potato tubers catalyse at ph the conversion of linoleic acid hydroperoxides to a range of oxygenated fatty acid derivatives d and lhydroperoxide isomers are converted at similar rates to equivalent isomeric products the L1 products from the hydroperoxide isomer were identified as the corresponding monohydroxydienoic acid derivative threohydroxytransepoxyoctadeccisenoic acid and trihydroxyoctadectransenoic acid the corresponding products from the hydroperoxide were the monohydroxydienoic acid epoxyhydroxyoctadecenoic acid and trihydroxyoctadecenoic acid no separation of activities forming the different products was achieved by partial purification of enzyme extracts product formation was unaffected by edta cn sulphydryl reagents or glutathione but was reduced by boiling the extracts this system is compared with the hydroperoxidespecific enzymic formation of divinyl ether derivatives by potato extracts,6,preparations
31,crude extracts and partially purified enzyme S9 from potato tubers catalyse at ph the conversion of linoleic acid hydroperoxides to a range of oxygenated fatty acid derivatives d and lhydroperoxide isomers are converted at similar rates to equivalent isomeric products the L1 products from the hydroperoxide isomer were identified as the corresponding monohydroxydienoic acid derivative threohydroxytransepoxyoctadeccisenoic acid and trihydroxyoctadectransenoic acid the corresponding products from the hydroperoxide were the monohydroxydienoic acid epoxyhydroxyoctadecenoic acid and trihydroxyoctadecenoic acid no separation of activities forming the different products was achieved by partial purification of enzyme extracts product formation was unaffected by edta cn sulphydryl reagents or glutathione but was reduced by boiling the extracts this system is compared with the hydroperoxidespecific enzymic formation of divinyl ether derivatives by potato extracts,41,major
32,microsomal phosphatidate phosphohydrolase phosphatidate phosphatase ec was solubilized and fractionated to yield at least two distinct enzymatically AS fractions one denoted fa was nonspecific had a relatively high km for phosphatidic acid and was insensitive to inhibition by diacylglycerol the second fraction fb was specific for phosphatidates had a low km and was inhibited noncompetitively by diacylglycerol fa exhibited a sigmoid substrateactivity curve the isolated fb aggregated to particles of about in the absence of salts and could be dissociated by the addition of monovalent cations at ionic strength to about daltons and thereby doubled its activity dissociation was time and temperaturedependent f was inhibitory divalent ions were not required for the activity of fa or fb and inhibited at concentrations exceeding mm,17,active
33,rabbit CL microsomal S9 fortified with mm nadph effectively promote hydroxylation of betah or callochenodeoxycholic acid or alphaalphahalphacholestanealphaalphadiol to their respective alphahydroxyl derivatives in yields of about or in min minor amounts of other products are formed from the diol the requirements for activity of rabbit liver microsomal alphahydroxylase resemble those of rat liver microsomes of a number of enzyme inhibitors studied only pchloromercuribenzoate demonstrated a marked ability to inhibit the reaction with either 3H substrate there was no difference in the quantity of product produced from the 3H acid or the clabeled acid no clear sex difference was found in activity of the enzyme nor was an appreciable difference noted in activity of the enzyme between mature and immature animals,1,liver
33,rabbit CL microsomal S9 fortified with mm nadph effectively promote hydroxylation of betah or callochenodeoxycholic acid or alphaalphahalphacholestanealphaalphadiol to their respective alphahydroxyl derivatives in yields of about or in min minor amounts of other products are formed from the diol the requirements for activity of rabbit liver microsomal alphahydroxylase resemble those of rat liver microsomes of a number of enzyme inhibitors studied only pchloromercuribenzoate demonstrated a marked ability to inhibit the reaction with either 3H substrate there was no difference in the quantity of product produced from the 3H acid or the clabeled acid no clear sex difference was found in activity of the enzyme nor was an appreciable difference noted in activity of the enzyme between mature and immature animals,3,preparations
33,rabbit CL microsomal S9 fortified with mm nadph effectively promote hydroxylation of betah or callochenodeoxycholic acid or alphaalphahalphacholestanealphaalphadiol to their respective alphahydroxyl derivatives in yields of about or in min minor amounts of other products are formed from the diol the requirements for activity of rabbit liver microsomal alphahydroxylase resemble those of rat liver microsomes of a number of enzyme inhibitors studied only pchloromercuribenzoate demonstrated a marked ability to inhibit the reaction with either 3H substrate there was no difference in the quantity of product produced from the 3H acid or the clabeled acid no clear sex difference was found in activity of the enzyme nor was an appreciable difference noted in activity of the enzyme between mature and immature animals,74,tritiated
33,rabbit CL microsomal S9 fortified with mm nadph effectively promote hydroxylation of betah or callochenodeoxycholic acid or alphaalphahalphacholestanealphaalphadiol to their respective alphahydroxyl derivatives in yields of about or in min minor amounts of other products are formed from the diol the requirements for activity of rabbit liver microsomal alphahydroxylase resemble those of rat liver microsomes of a number of enzyme inhibitors studied only pchloromercuribenzoate demonstrated a marked ability to inhibit the reaction with either 3H substrate there was no difference in the quantity of product produced from the 3H acid or the clabeled acid no clear sex difference was found in activity of the enzyme nor was an appreciable difference noted in activity of the enzyme between mature and immature animals,88,tritiated
34,properties of the phenobarbital induced cytoplasmic aldehyde dehydrogenase ec have been studied in rat liver fold higher levels were seen in the cytoplasmic MICs after phenobarbital treatment in reactor compared to nonreactor animals with high concentrations of acetaldehyde mm and propionaldehyde mm no difference was found with mm acetaldehyde mm glycolaldehyde mm formaldehyde or mm betaine aldehyde the reactor group also had slightly higher activity in the mitochondrial fraction with the high acetaldehyde and propionaldehyde concentrations in the microsomal fraction the MICs showed no differences at any substrate concentration an induced aldehyde dehydrogenase was purified fold by chromatographic techniques it had different molecular and enzymic properties than the main highkm enzyme normally present in rat CL cytoplasm the pi of the induced enzyme was about as measured by isoelectric focusing it was active with several aliphatic and aromatic aldehydes but not with formaldehyde glycolaldehyde or dglyceraldehyde the kmvalues for propionaldehyde and acetaldehyde were in the millimolar range millimolar concentrations of aromatic aldehydes caused a strong ATP inhibition the enzyme was inhibited by submicromolar concentrations of disulfiram estrone deoxycorticosterone progesterone and diethylstilbestrol also affected the CEA,23,activities
34,properties of the phenobarbital induced cytoplasmic aldehyde dehydrogenase ec have been studied in rat liver fold higher levels were seen in the cytoplasmic MICs after phenobarbital treatment in reactor compared to nonreactor animals with high concentrations of acetaldehyde mm and propionaldehyde mm no difference was found with mm acetaldehyde mm glycolaldehyde mm formaldehyde or mm betaine aldehyde the reactor group also had slightly higher activity in the mitochondrial fraction with the high acetaldehyde and propionaldehyde concentrations in the microsomal fraction the MICs showed no differences at any substrate concentration an induced aldehyde dehydrogenase was purified fold by chromatographic techniques it had different molecular and enzymic properties than the main highkm enzyme normally present in rat CL cytoplasm the pi of the induced enzyme was about as measured by isoelectric focusing it was active with several aliphatic and aromatic aldehydes but not with formaldehyde glycolaldehyde or dglyceraldehyde the kmvalues for propionaldehyde and acetaldehyde were in the millimolar range millimolar concentrations of aromatic aldehydes caused a strong ATP inhibition the enzyme was inhibited by submicromolar concentrations of disulfiram estrone deoxycorticosterone progesterone and diethylstilbestrol also affected the CEA,81,activities
34,properties of the phenobarbital induced cytoplasmic aldehyde dehydrogenase ec have been studied in rat liver fold higher levels were seen in the cytoplasmic MICs after phenobarbital treatment in reactor compared to nonreactor animals with high concentrations of acetaldehyde mm and propionaldehyde mm no difference was found with mm acetaldehyde mm glycolaldehyde mm formaldehyde or mm betaine aldehyde the reactor group also had slightly higher activity in the mitochondrial fraction with the high acetaldehyde and propionaldehyde concentrations in the microsomal fraction the MICs showed no differences at any substrate concentration an induced aldehyde dehydrogenase was purified fold by chromatographic techniques it had different molecular and enzymic properties than the main highkm enzyme normally present in rat CL cytoplasm the pi of the induced enzyme was about as measured by isoelectric focusing it was active with several aliphatic and aromatic aldehydes but not with formaldehyde glycolaldehyde or dglyceraldehyde the kmvalues for propionaldehyde and acetaldehyde were in the millimolar range millimolar concentrations of aromatic aldehydes caused a strong ATP inhibition the enzyme was inhibited by submicromolar concentrations of disulfiram estrone deoxycorticosterone progesterone and diethylstilbestrol also affected the CEA,115,liver
34,properties of the phenobarbital induced cytoplasmic aldehyde dehydrogenase ec have been studied in rat liver fold higher levels were seen in the cytoplasmic MICs after phenobarbital treatment in reactor compared to nonreactor animals with high concentrations of acetaldehyde mm and propionaldehyde mm no difference was found with mm acetaldehyde mm glycolaldehyde mm formaldehyde or mm betaine aldehyde the reactor group also had slightly higher activity in the mitochondrial fraction with the high acetaldehyde and propionaldehyde concentrations in the microsomal fraction the MICs showed no differences at any substrate concentration an induced aldehyde dehydrogenase was purified fold by chromatographic techniques it had different molecular and enzymic properties than the main highkm enzyme normally present in rat CL cytoplasm the pi of the induced enzyme was about as measured by isoelectric focusing it was active with several aliphatic and aromatic aldehydes but not with formaldehyde glycolaldehyde or dglyceraldehyde the kmvalues for propionaldehyde and acetaldehyde were in the millimolar range millimolar concentrations of aromatic aldehydes caused a strong ATP inhibition the enzyme was inhibited by submicromolar concentrations of disulfiram estrone deoxycorticosterone progesterone and diethylstilbestrol also affected the CEA,165,substrate
34,properties of the phenobarbital induced cytoplasmic aldehyde dehydrogenase ec have been studied in rat liver fold higher levels were seen in the cytoplasmic MICs after phenobarbital treatment in reactor compared to nonreactor animals with high concentrations of acetaldehyde mm and propionaldehyde mm no difference was found with mm acetaldehyde mm glycolaldehyde mm formaldehyde or mm betaine aldehyde the reactor group also had slightly higher activity in the mitochondrial fraction with the high acetaldehyde and propionaldehyde concentrations in the microsomal fraction the MICs showed no differences at any substrate concentration an induced aldehyde dehydrogenase was purified fold by chromatographic techniques it had different molecular and enzymic properties than the main highkm enzyme normally present in rat CL cytoplasm the pi of the induced enzyme was about as measured by isoelectric focusing it was active with several aliphatic and aromatic aldehydes but not with formaldehyde glycolaldehyde or dglyceraldehyde the kmvalues for propionaldehyde and acetaldehyde were in the millimolar range millimolar concentrations of aromatic aldehydes caused a strong ATP inhibition the enzyme was inhibited by submicromolar concentrations of disulfiram estrone deoxycorticosterone progesterone and diethylstilbestrol also affected the CEA,184,enzyme activity
35,the hydrolysis of pnitrophenyl phosphate by wheat germ acid phosphatase orthophosphoric monoester phosphohydrolase ec has been investigated in mixtures of aqueous buffers with acetone dioxane and acetonitrile the enzyme was either in free solution or immobilized on a pellicular support which consisted of a porous carbonaceous layer on solid glass beads the highest enzyme activity was obtained in AC and acetonitrile mixed with citrate buffer over a wide range of organic solvent concentration in vv acetone both v and km of the immobilized enzyme were about half of the values in the neat aqueous buffer but the ki for inorganic phosphate was unchanged in vv mixtures of various solvents and citrate buffers of different ph the enzymic activity was found to depend on the ph of the aqueous buffer component rather than the ph of the hydroorganic mixture as measured with the glasscalomel electrode the relatively high rates of PNP liberation in the presence of glucose even at high organic solvent concentrations suggest that transphosphorylation is facilitated at low water activity,58,acetone
